tile_x,tile_y,zoom,inside_polygon
67920,46303,17,0
67920,46304,17,0
67920,46305,17,0
67920,46306,17,0
67920,46307,17,0
67920,46308,17,0
67920,46309,17,0
67920,46310,17,0
67920,46311,17,0
67920,46312,17,0
67920,46313,17,0
67920,46314,17,0
67920,46315,17,0
67920,46316,17,0
67920,46317,17,0
67920,46318,17,0
67920,46319,17,0
67920,46320,17,0
67920,46321,17,0
67920,46322,17,0
67920,46323,17,0
67920,46324,17,0
67920,46325,17,0
67920,46326,17,0
67920,46327,17,0
67920,46328,17,0
67920,46329,17,0
67920,46330,17,0
67920,46331,17,0
67920,46332,17,0
67920,46333,17,0
67920,46334,17,0
67920,46335,17,0
67920,46336,17,0
67920,46337,17,0
67920,46338,17,0
67920,46339,17,0
67920,46340,17,0
67920,46341,17,0
67920,46342,17,0
67920,46343,17,0
67920,46344,17,0
67920,46345,17,0
67920,46346,17,0
67920,46347,17,0
67920,46348,17,0
67920,46349,17,0
67920,46350,17,0
67920,46351,17,0
67920,46352,17,0
67920,46353,17,0
67920,46354,17,0
67920,46355,17,0
67920,46356,17,0
67920,46357,17,0
67920,46358,17,0
67920,46359,17,0
67920,46360,17,0
67920,46361,17,0
67920,46362,17,0
67920,46363,17,0
67920,46364,17,0
67920,46365,17,0
67920,46366,17,0
67920,46367,17,0
67920,46368,17,0
67920,46369,17,0
67920,46370,17,0
67920,46371,17,0
67920,46372,17,0
67920,46373,17,0
67920,46374,17,0
67920,46375,17,0
67920,46376,17,0
67920,46377,17,0
67920,46378,17,0
67920,46379,17,0
67920,46380,17,0
67920,46381,17,0
67920,46382,17,0
67920,46383,17,0
67920,46384,17,0
67920,46385,17,0
67920,46386,17,0
67920,46387,17,0
67920,46388,17,0
67920,46389,17,0
67920,46390,17,0
67920,46391,17,0
67920,46392,17,0
67920,46393,17,0
67921,46303,17,0
67921,46304,17,0
67921,46305,17,0
67921,46306,17,0
67921,46307,17,0
67921,46308,17,0
67921,46309,17,0
67921,46310,17,0
67921,46311,17,0
67921,46312,17,0
67921,46313,17,0
67921,46314,17,0
67921,46315,17,0
67921,46316,17,0
67921,46317,17,0
67921,46318,17,0
67921,46319,17,0
67921,46320,17,0
67921,46321,17,0
67921,46322,17,0
67921,46323,17,0
67921,46324,17,0
67921,46325,17,0
67921,46326,17,0
67921,46327,17,0
67921,46328,17,0
67921,46329,17,0
67921,46330,17,0
67921,46331,17,0
67921,46332,17,0
67921,46333,17,0
67921,46334,17,0
67921,46335,17,0
67921,46336,17,0
67921,46337,17,0
67921,46338,17,0
67921,46339,17,0
67921,46340,17,0
67921,46341,17,0
67921,46342,17,0
67921,46343,17,0
67921,46344,17,0
67921,46345,17,0
67921,46346,17,0
67921,46347,17,0
67921,46348,17,0
67921,46349,17,0
67921,46350,17,0
67921,46351,17,0
67921,46352,17,0
67921,46353,17,0
67921,46354,17,0
67921,46355,17,0
67921,46356,17,0
67921,46357,17,0
67921,46358,17,0
67921,46359,17,0
67921,46360,17,0
67921,46361,17,0
67921,46362,17,0
67921,46363,17,0
67921,46364,17,0
67921,46365,17,0
67921,46366,17,0
67921,46367,17,0
67921,46368,17,0
67921,46369,17,0
67921,46370,17,0
67921,46371,17,0
67921,46372,17,0
67921,46373,17,0
67921,46374,17,0
67921,46375,17,0
67921,46376,17,0
67921,46377,17,0
67921,46378,17,0
67921,46379,17,0
67921,46380,17,0
67921,46381,17,0
67921,46382,17,0
67921,46383,17,0
67921,46384,17,0
67921,46385,17,0
67921,46386,17,0
67921,46387,17,0
67921,46388,17,0
67921,46389,17,0
67921,46390,17,0
67921,46391,17,0
67921,46392,17,0
67921,46393,17,0
67922,46303,17,0
67922,46304,17,0
67922,46305,17,0
67922,46306,17,0
67922,46307,17,0
67922,46308,17,0
67922,46309,17,0
67922,46310,17,0
67922,46311,17,0
67922,46312,17,0
67922,46313,17,0
67922,46314,17,0
67922,46315,17,0
67922,46316,17,0
67922,46317,17,0
67922,46318,17,0
67922,46319,17,0
67922,46320,17,0
67922,46321,17,0
67922,46322,17,0
67922,46323,17,0
67922,46324,17,0
67922,46325,17,0
67922,46326,17,0
67922,46327,17,0
67922,46328,17,0
67922,46329,17,0
67922,46330,17,0
67922,46331,17,0
67922,46332,17,0
67922,46333,17,0
67922,46334,17,0
67922,46335,17,0
67922,46336,17,0
67922,46337,17,0
67922,46338,17,0
67922,46339,17,0
67922,46340,17,0
67922,46341,17,0
67922,46342,17,0
67922,46343,17,0
67922,46344,17,0
67922,46345,17,0
67922,46346,17,0
67922,46347,17,0
67922,46348,17,0
67922,46349,17,0
67922,46350,17,0
67922,46351,17,0
67922,46352,17,0
67922,46353,17,0
67922,46354,17,0
67922,46355,17,0
67922,46356,17,0
67922,46357,17,0
67922,46358,17,0
67922,46359,17,0
67922,46360,17,0
67922,46361,17,0
67922,46362,17,0
67922,46363,17,0
67922,46364,17,0
67922,46365,17,0
67922,46366,17,0
67922,46367,17,0
67922,46368,17,0
67922,46369,17,0
67922,46370,17,0
67922,46371,17,0
67922,46372,17,0
67922,46373,17,0
67922,46374,17,0
67922,46375,17,0
67922,46376,17,0
67922,46377,17,0
67922,46378,17,0
67922,46379,17,0
67922,46380,17,0
67922,46381,17,0
67922,46382,17,0
67922,46383,17,0
67922,46384,17,0
67922,46385,17,0
67922,46386,17,0
67922,46387,17,0
67922,46388,17,0
67922,46389,17,0
67922,46390,17,0
67922,46391,17,0
67922,46392,17,0
67922,46393,17,0
67923,46303,17,0
67923,46304,17,0
67923,46305,17,0
67923,46306,17,0
67923,46307,17,0
67923,46308,17,0
67923,46309,17,0
67923,46310,17,0
67923,46311,17,0
67923,46312,17,0
67923,46313,17,0
67923,46314,17,0
67923,46315,17,0
67923,46316,17,0
67923,46317,17,0
67923,46318,17,0
67923,46319,17,0
67923,46320,17,0
67923,46321,17,0
67923,46322,17,0
67923,46323,17,0
67923,46324,17,0
67923,46325,17,0
67923,46326,17,0
67923,46327,17,0
67923,46328,17,0
67923,46329,17,0
67923,46330,17,0
67923,46331,17,0
67923,46332,17,0
67923,46333,17,0
67923,46334,17,0
67923,46335,17,0
67923,46336,17,0
67923,46337,17,0
67923,46338,17,0
67923,46339,17,0
67923,46340,17,0
67923,46341,17,0
67923,46342,17,0
67923,46343,17,0
67923,46344,17,0
67923,46345,17,0
67923,46346,17,0
67923,46347,17,0
67923,46348,17,0
67923,46349,17,0
67923,46350,17,0
67923,46351,17,0
67923,46352,17,0
67923,46353,17,0
67923,46354,17,0
67923,46355,17,0
67923,46356,17,0
67923,46357,17,0
67923,46358,17,0
67923,46359,17,0
67923,46360,17,0
67923,46361,17,0
67923,46362,17,0
67923,46363,17,0
67923,46364,17,0
67923,46365,17,0
67923,46366,17,0
67923,46367,17,0
67923,46368,17,0
67923,46369,17,0
67923,46370,17,0
67923,46371,17,0
67923,46372,17,0
67923,46373,17,0
67923,46374,17,0
67923,46375,17,0
67923,46376,17,0
67923,46377,17,0
67923,46378,17,0
67923,46379,17,0
67923,46380,17,0
67923,46381,17,0
67923,46382,17,0
67923,46383,17,0
67923,46384,17,0
67923,46385,17,0
67923,46386,17,0
67923,46387,17,0
67923,46388,17,0
67923,46389,17,0
67923,46390,17,0
67923,46391,17,0
67923,46392,17,0
67923,46393,17,0
67924,46303,17,0
67924,46304,17,0
67924,46305,17,0
67924,46306,17,0
67924,46307,17,0
67924,46308,17,0
67924,46309,17,0
67924,46310,17,0
67924,46311,17,0
67924,46312,17,0
67924,46313,17,0
67924,46314,17,0
67924,46315,17,0
67924,46316,17,0
67924,46317,17,0
67924,46318,17,0
67924,46319,17,0
67924,46320,17,0
67924,46321,17,0
67924,46322,17,0
67924,46323,17,0
67924,46324,17,0
67924,46325,17,0
67924,46326,17,0
67924,46327,17,0
67924,46328,17,0
67924,46329,17,0
67924,46330,17,0
67924,46331,17,0
67924,46332,17,0
67924,46333,17,0
67924,46334,17,0
67924,46335,17,0
67924,46336,17,0
67924,46337,17,0
67924,46338,17,0
67924,46339,17,0
67924,46340,17,0
67924,46341,17,0
67924,46342,17,0
67924,46343,17,0
67924,46344,17,0
67924,46345,17,0
67924,46346,17,0
67924,46347,17,0
67924,46348,17,0
67924,46349,17,0
67924,46350,17,0
67924,46351,17,0
67924,46352,17,0
67924,46353,17,0
67924,46354,17,0
67924,46355,17,0
67924,46356,17,0
67924,46357,17,0
67924,46358,17,0
67924,46359,17,0
67924,46360,17,0
67924,46361,17,0
67924,46362,17,0
67924,46363,17,0
67924,46364,17,0
67924,46365,17,0
67924,46366,17,0
67924,46367,17,0
67924,46368,17,0
67924,46369,17,0
67924,46370,17,0
67924,46371,17,0
67924,46372,17,0
67924,46373,17,0
67924,46374,17,0
67924,46375,17,0
67924,46376,17,0
67924,46377,17,0
67924,46378,17,0
67924,46379,17,0
67924,46380,17,0
67924,46381,17,0
67924,46382,17,0
67924,46383,17,0
67924,46384,17,0
67924,46385,17,0
67924,46386,17,0
67924,46387,17,0
67924,46388,17,0
67924,46389,17,0
67924,46390,17,0
67924,46391,17,0
67924,46392,17,0
67924,46393,17,0
67925,46303,17,0
67925,46304,17,0
67925,46305,17,0
67925,46306,17,0
67925,46307,17,0
67925,46308,17,0
67925,46309,17,0
67925,46310,17,0
67925,46311,17,0
67925,46312,17,0
67925,46313,17,0
67925,46314,17,0
67925,46315,17,0
67925,46316,17,0
67925,46317,17,0
67925,46318,17,0
67925,46319,17,0
67925,46320,17,0
67925,46321,17,0
67925,46322,17,0
67925,46323,17,0
67925,46324,17,0
67925,46325,17,0
67925,46326,17,0
67925,46327,17,0
67925,46328,17,0
67925,46329,17,0
67925,46330,17,0
67925,46331,17,0
67925,46332,17,0
67925,46333,17,0
67925,46334,17,0
67925,46335,17,0
67925,46336,17,0
67925,46337,17,0
67925,46338,17,0
67925,46339,17,0
67925,46340,17,0
67925,46341,17,0
67925,46342,17,0
67925,46343,17,0
67925,46344,17,0
67925,46345,17,0
67925,46346,17,0
67925,46347,17,0
67925,46348,17,0
67925,46349,17,0
67925,46350,17,0
67925,46351,17,0
67925,46352,17,0
67925,46353,17,0
67925,46354,17,1
67925,46355,17,1
67925,46356,17,1
67925,46357,17,0
67925,46358,17,0
67925,46359,17,0
67925,46360,17,0
67925,46361,17,0
67925,46362,17,0
67925,46363,17,0
67925,46364,17,0
67925,46365,17,0
67925,46366,17,0
67925,46367,17,0
67925,46368,17,0
67925,46369,17,0
67925,46370,17,0
67925,46371,17,0
67925,46372,17,0
67925,46373,17,0
67925,46374,17,0
67925,46375,17,0
67925,46376,17,0
67925,46377,17,0
67925,46378,17,0
67925,46379,17,0
67925,46380,17,0
67925,46381,17,0
67925,46382,17,0
67925,46383,17,0
67925,46384,17,0
67925,46385,17,0
67925,46386,17,0
67925,46387,17,0
67925,46388,17,0
67925,46389,17,0
67925,46390,17,0
67925,46391,17,0
67925,46392,17,0
67925,46393,17,0
67926,46303,17,0
67926,46304,17,0
67926,46305,17,0
67926,46306,17,0
67926,46307,17,0
67926,46308,17,0
67926,46309,17,0
67926,46310,17,0
